Date,Close/Last,Volume,Open,High,Low
04/30/2024,89.54,2289673,89.59,89.81,89.465
04/29/2024,90.02,1504554,89.97,90.16,89.91
04/26/2024,89.80,2052660,89.73,89.88,89.65
04/25/2024,89.44,2025924,89.27,89.52,89.16
04/24/2024,89.82,16600720,89.86,89.88,89.635
04/23/2024,90.11,1362603,89.71,90.295,89.625
04/22/2024,89.79,1640600,89.69,89.98,89.69
04/19/2024,89.73,2683861,89.84,89.8932,89.67
04/18/2024,89.72,2716028,90.04,90.04,89.5601
04/17/2024,90.01,2689880,89.79,90.05,89.5499
04/16/2024,89.41,1702229,89.24,89.49,89.18
04/15/2024,89.74,2290546,89.90,89.90,89.55
04/12/2024,90.49,2564857,90.44,90.69,90.41
04/11/2024,90.16,3366997,90.47,90.47,89.875
04/10/2024,90.10,3803567,90.61,90.64,90.05
04/09/2024,91.46,1104013,91.37,91.46,91.31
04/08/2024,91.06,1654847,91.10,91.165,90.915
04/05/2024,91.16,2227362,91.30,91.56,91.15
04/04/2024,91.77,1215199,91.81,91.81,91.53
04/03/2024,91.53,1791616,91.16,91.565,91.07
04/02/2024,91.51,1955899,91.24,91.58,91.135
04/01/2024,91.57,2304434,91.86,91.86,91.40
03/28/2024,92.42,1714499,92.55,92.61,92.37
03/27/2024,92.68,2205165,92.50,92.725,92.48
03/26/2024,92.50,5949907,92.39,92.52,92.2499
03/25/2024,92.33,3649404,92.39,92.39,92.195
03/22/2024,92.41,1633139,92.65,92.65,92.37
03/21/2024,92.12,1803631,92.41,92.41,92.07
03/20/2024,92.21,2267194,92.04,92.41,91.935
03/19/2024,91.88,3272454,91.80,91.96,91.7031
03/18/2024,91.56,1307926,91.61,91.68,91.43
03/15/2024,91.67,1270868,91.70,91.8099,91.5216
03/14/2024,91.73,2427244,92.12,92.12,91.675
03/13/2024,92.45,1294034,92.50,92.595,92.39
03/12/2024,92.56,1070273,92.74,92.76,92.44
03/11/2024,92.85,7488543,93.03,93.04,92.67
03/08/2024,92.93,3427920,93.06,93.075,92.845
03/07/2024,92.77,2298645,92.85,92.85,92.535
03/06/2024,92.60,4811231,92.65,92.82,92.51
03/05/2024,92.45,2120040,92.20,92.505,92.09
03/04/2024,91.78,3726073,91.83,91.95,91.66
03/01/2024,92.06,1981189,91.62,92.11,91.3834
02/29/2024,91.91,3051022,91.90,92.165,91.874
02/28/2024,91.74,3493732,91.56,91.77,91.47
02/27/2024,91.47,3178131,91.52,91.74,91.40
02/26/2024,91.60,2959546,91.89,91.89,91.43
02/23/2024,91.80,5465491,91.40,91.935,91.35
02/22/2024,91.32,1553271,91.26,91.47,91.16
02/21/2024,91.26,2508334,91.76,91.84,91.25
02/20/2024,91.75,2317828,91.74,91.985,91.67
02/16/2024,91.68,1674304,91.53,91.74,91.4112
02/15/2024,92.05,1453579,92.17,92.19,91.78
02/14/2024,91.77,4199369,91.21,91.77,91.21
02/13/2024,91.20,4332222,91.44,91.61,91.14
02/12/2024,92.16,1329923,92.30,92.39,92.16
02/09/2024,92.18,1629586,92.16,92.235,92.03
02/08/2024,92.24,2081593,92.28,92.3789,92.135
02/07/2024,92.42,1929592,92.62,92.90,92.42
02/06/2024,92.71,2102876,92.32,92.855,92.32
02/05/2024,92.24,2214626,92.38,92.40,92.0015
02/02/2024,93.02,1900631,93.04,93.25,92.8097
02/01/2024,93.95,3289915,93.92,94.30,93.78
01/31/2024,93.80,2972710,93.85,94.01,93.585
01/30/2024,93.31,2453170,93.29,93.435,93.02
01/29/2024,93.21,2154226,92.99,93.22,92.88
01/26/2024,92.71,2451927,92.90,92.94,92.61
01/25/2024,92.86,3787578,92.69,92.92,92.5401
01/24/2024,92.37,3035594,93.00,93.01,92.35
01/23/2024,92.48,3139824,92.64,92.65,92.39
01/22/2024,92.76,3508396,93.03,93.085,92.73
01/19/2024,92.69,2166551,92.65,92.69,92.42
01/18/2024,92.72,1878917,92.86,92.89,92.61
01/17/2024,92.85,2763978,92.93,92.93,92.6444
01/16/2024,93.15,2234016,93.51,93.715,93.01
01/12/2024,93.98,1560815,94.12,94.315,93.89
01/11/2024,93.85,2361384,93.39,93.86,93.2395
01/10/2024,93.20,2404621,93.59,93.61,93.16
01/09/2024,93.25,2543517,93.35,93.50,93.22
01/08/2024,93.40,2595611,93.04,93.615,93.04
01/05/2024,92.97,2530985,92.83,93.42,92.745
01/04/2024,93.14,2216014,93.38,93.38,93.05
01/03/2024,93.65,2743914,93.18,93.725,92.99
01/02/2024,93.53,1900873,93.64,93.87,93.495
12/29/2023,94.08,1497112,93.92,94.265,93.848
12/28/2023,94.19,1915371,94.30,94.42,94.08
12/27/2023,94.55,1759315,94.17,94.55,94.14
12/26/2023,93.88,1763988,93.76,93.905,93.69
12/22/2023,93.62,3341584,93.80,93.8579,93.52
12/21/2023,93.73,2226892,93.77,93.89,93.485
12/20/2023,93.65,2174642,93.52,93.66,93.325
12/19/2023,93.215,1781097,93.10,93.3392,93.06
12/18/2023,93.00,3365822,93.14,93.14,92.9101
12/15/2023,93.34,5639540,93.42,93.595,93.16
12/14/2023,93.645,2735480,93.62,93.8889,93.49
12/13/2023,93.15,2911653,92.22,93.23,92.0011
12/12/2023,91.78,3754419,91.68,91.89,91.54
12/11/2023,91.62,2245018,91.73,91.74,91.2803
12/08/2023,91.58,2225612,91.56,91.66,91.275
12/07/2023,91.96,3373678,91.76,92.18,91.69
12/06/2023,91.81,2317747,91.73,92.065,91.65
12/05/2023,91.56,2412191,91.59,91.82,91.43
12/04/2023,91.08,2789364,91.12,91.32,90.87
12/01/2023,91.47,2682843,90.56,91.52,90.51
11/30/2023,90.85,1956669,91.05,91.05,90.69
11/29/2023,91.12,2986283,91.06,91.29,90.96
11/28/2023,90.70,7508310,90.16,90.7377,90.085
11/27/2023,90.25,4529026,89.89,90.26,89.81
11/24/2023,89.59,646226,89.69,89.75,89.56
11/22/2023,90.25,1471979,90.46,90.565,90.04
11/21/2023,90.28,2207007,90.15,90.38,90.01
11/20/2023,90.07,1910611,89.81,90.105,89.69
11/17/2023,90.05,2618930,89.84,90.0978,89.62
11/16/2023,89.76,2494038,89.61,89.975,89.55
11/15/2023,89.19,2637939,89.25,89.35,89.115
11/14/2023,89.86,1738057,89.97,90.08,89.63
11/13/2023,88.53,1595599,88.01,88.55,87.8725
11/10/2023,88.59,1614884,89.03,89.03,88.44
11/09/2023,88.34,2606092,89.15,89.20,88.34
11/08/2023,89.20,1711259,88.99,89.39,88.902
11/07/2023,88.93,3032518,88.60,89.1198,88.532
11/06/2023,88.34,2219694,88.50,88.50,88.24
11/03/2023,88.91,2228030,89.28,89.42,88.884
11/02/2023,87.93,2400905,88.30,88.40,87.78
11/01/2023,87.46,2940372,86.60,87.53,86.48
10/31/2023,86.62,2902331,86.57,86.75,86.53
10/30/2023,86.46,2724959,86.31,86.59,86.17
10/27/2023,86.76,2096454,86.75,86.83,86.475
10/26/2023,86.74,2757385,86.09,86.77,86.08
10/25/2023,85.92,1692890,86.43,86.43,85.85
10/24/2023,86.73,2123929,86.37,86.74,86.17
10/23/2023,86.23,2962489,85.42,86.38,85.28
10/20/2023,86.06,2174241,86.21,86.40,85.9427
10/19/2023,85.82,3693910,85.90,86.24,85.69
10/18/2023,86.18,8442596,86.54,86.64,86.10
10/17/2023,86.74,12047610,86.69,87.03,86.5698
10/16/2023,87.42,2252294,88.00,88.00,87.36
10/13/2023,87.95,2051158,88.14,88.14,87.84
10/12/2023,87.61,3792250,88.48,88.48,87.56
10/11/2023,88.56,3037627,88.60,88.71,88.35
10/10/2023,88.27,2152506,88.09,88.48,87.66
10/09/2023,88.30,1509103,87.90,88.32,87.79
10/06/2023,87.32,1939356,87.34,87.52,86.86
10/05/2023,87.71,1770937,87.62,87.77,87.56
10/04/2023,87.41,2670400,87.08,87.435,86.76
10/03/2023,86.62,2426609,87.41,87.52,86.59
10/02/2023,87.60,4070341,87.94,88.09,87.52
09/29/2023,88.80,1903232,89.42,89.48,88.735
09/28/2023,89.04,3670050,88.42,89.04,88.2201
09/27/2023,88.51,5507230,89.29,89.342,88.215
09/26/2023,89.04,1773086,89.30,89.37,88.95
09/25/2023,89.13,2484884,89.37,89.51,89.08
09/22/2023,90.07,1683404,89.78,90.14,89.76
09/21/2023,89.56,2265172,89.84,89.84,89.53
09/20/2023,90.36,1707516,90.60,90.80,90.27
09/19/2023,90.46,1302259,90.70,90.7831,90.43
09/18/2023,90.75,1244076,90.44,90.77,90.39
09/15/2023,90.64,1193787,90.88,90.96,90.63
09/14/2023,90.89,1386735,91.16,91.20,90.85
09/13/2023,91.06,1177258,90.68,91.1599,90.68
09/12/2023,90.75,1175043,90.86,90.86,90.63
09/11/2023,90.68,1244035,90.72,90.7796,90.58
09/08/2023,90.77,2041134,90.86,90.96,90.66
09/07/2023,90.68,1715955,90.63,90.76,90.435
09/06/2023,90.37,2155057,90.62,90.62,90.1906
09/05/2023,90.48,1552977,90.95,90.95,90.43
09/01/2023,91.15,1803075,91.54,91.57,91.04
08/31/2023,91.90,1920438,91.93,92.11,91.8499
08/30/2023,91.74,1244123,91.94,91.96,91.70
08/29/2023,91.80,1310938,90.94,91.81,90.912
08/28/2023,91.11,900568,91.06,91.15,90.89
08/25/2023,90.92,1194295,90.77,91.0501,90.6122
08/24/2023,90.85,1338935,90.90,91.12,90.7801
08/23/2023,91.19,1027180,90.81,91.19,90.79
08/22/2023,90.16,1303789,90.17,90.335,90.02
08/21/2023,90.12,1562149,90.25,90.25,89.97
08/18/2023,90.67,1048483,90.57,90.865,90.515
08/17/2023,90.51,2229555,90.51,90.5899,90.23
08/16/2023,90.47,1652531,90.74,90.996,90.46
08/15/2023,90.72,1176214,90.78,91.03,90.69
08/14/2023,91.01,2193501,90.87,91.226,90.78
08/11/2023,91.15,1640690,91.17,91.57,91.12
08/10/2023,91.60,1836592,92.53,92.55,91.60
08/09/2023,92.25,1497872,92.10,92.34,92.045
08/08/2023,92.04,2616264,92.12,92.29,91.9939
08/07/2023,91.71,1078716,91.74,91.7875,91.59
08/04/2023,91.74,1971149,91.40,91.74,91.40
08/03/2023,90.90,4094333,90.845,91.0156,90.76
08/02/2023,91.61,1518075,91.70,91.74,91.27
08/01/2023,92.01,1511690,92.16,92.345,91.92
07/31/2023,92.92,1647982,92.79,93.10,92.78
07/28/2023,92.87,1490262,92.71,92.90,92.64
07/27/2023,92.49,1947590,93.13,93.19,92.38
07/26/2023,93.31,1534242,93.14,93.32,92.97
07/25/2023,92.94,1853103,92.83,92.96,92.771
07/24/2023,93.06,1969399,93.22,93.365,93.02
07/21/2023,93.17,2792531,93.26,93.31,93.0635
07/20/2023,93.06,13666940,93.14,93.17,92.815
07/19/2023,93.72,2745097,93.71,93.8399,93.5407
07/18/2023,93.54,1351848,93.79,93.91,93.45
07/17/2023,93.55,1716709,93.28,93.56,93.225
07/14/2023,93.24,1895744,93.47,93.67,93.22
07/13/2023,93.81,1672459,93.50,93.9176,93.48
07/12/2023,93.05,2311138,92.79,93.20,92.68
07/11/2023,92.17,1245362,92.14,92.205,91.935
07/10/2023,91.83,1333059,91.71,92.14,91.652
07/07/2023,91.61,1086009,91.42,91.855,91.42
07/06/2023,91.60,1808592,91.70,91.76,91.32
07/05/2023,92.21,1439599,92.62,92.635,92.16
07/03/2023,92.71,811591,92.84,93.185,92.70
06/30/2023,93.265,1657572,93.24,93.335,93.00
06/29/2023,93.06,2318428,93.20,93.24,92.8901
06/28/2023,93.87,1174573,93.71,93.935,93.60
06/27/2023,93.65,3567372,93.96,94.07,93.50
06/26/2023,93.88,1302509,93.88,93.95,93.68
06/23/2023,93.64,1104359,93.76,93.76,93.4128
06/22/2023,93.27,1725484,93.58,93.70,93.22
06/21/2023,93.77,2902938,93.49,93.81,93.28
06/20/2023,93.52,1221771,93.51,93.825,93.485
06/16/2023,93.57,1261648,93.65,93.6899,93.355
06/15/2023,93.86,996335,93.70,93.86,93.51
06/14/2023,93.15,1466132,93.22,93.40,92.84
06/13/2023,93.13,2967343,93.96,93.99,92.93
06/12/2023,93.59,1209047,93.43,93.67,93.21
06/09/2023,93.41,1182910,93.52,93.59,93.29
06/08/2023,93.63,1405587,93.38,93.71,93.262
06/07/2023,93.16,2476093,93.64,93.685,93.01
06/06/2023,93.60,1261534,93.49,93.67,93.23
06/05/2023,93.30,2007155,93.13,93.60,92.99
06/02/2023,93.36,1509946,93.92,93.92,93.36
06/01/2023,93.88,4433416,93.96,94.08,93.85
05/31/2023,93.98,2032176,93.66,94.06,93.4601
05/30/2023,93.41,1877580,93.10,93.4599,92.98
05/26/2023,92.59,1408191,92.50,92.63,92.35
05/25/2023,92.54,2034937,92.76,92.86,92.515
05/24/2023,92.99,2096555,93.36,93.375,92.94
05/23/2023,93.29,1415844,93.17,93.435,93.03
05/22/2023,93.26,1072895,93.24,93.51,93.11
05/19/2023,93.21,1751902,93.41,93.72,93.19
05/18/2023,93.59,1103774,93.99,93.99,93.5064
05/17/2023,94.05,909236,94.33,94.33,93.915
05/16/2023,94.09,1376310,93.90,94.15,93.88
05/15/2023,94.29,1105233,94.28,94.36,94.17
05/12/2023,94.50,992257,95.05,95.19,94.485
05/11/2023,95.17,1056644,95.27,95.40,95.10
05/10/2023,94.83,1700293,94.71,94.93,94.565
05/09/2023,94.16,2058631,94.34,94.38,94.095
05/08/2023,94.33,1334489,94.44,94.60,94.29
05/05/2023,94.82,1149636,94.93,94.93,94.565
05/04/2023,95.10,2948184,95.02,95.70,94.9101
05/03/2023,95.30,2293702,94.88,95.42,94.88
05/02/2023,94.68,1967217,93.92,94.6969,93.92
05/01/2023,93.70,1209940,94.48,94.48,93.61
04/28/2023,94.88,1757322,94.81,94.9206,94.645
04/27/2023,94.42,1896621,94.48,94.57,94.30
04/26/2023,94.70,1514264,95.13,95.15,94.61
04/25/2023,95.18,1271397,95.09,95.215,94.913
04/24/2023,94.58,1434734,94.56,94.685,94.48
04/21/2023,94.20,2354869,94.78,94.8068,94.17
04/20/2023,94.49,1185709,94.20,94.50,94.20
04/19/2023,93.94,1995990,93.80,94.01,93.633
04/18/2023,93.94,1695451,93.83,94.03,93.8189
04/17/2023,93.88,1518347,94.15,94.16,93.85
04/14/2023,94.43,942565,94.70,94.72,94.395
04/13/2023,95.06,1988372,95.24,95.53,94.75
04/12/2023,95.12,2181690,95.26,95.32,94.75
04/11/2023,94.90,4215849,94.58,94.93,94.40
04/10/2023,94.56,1355058,94.79,94.84,94.49
04/06/2023,95.49,1316718,95.61,95.84,95.49
04/05/2023,95.74,2269230,95.71,96.07,95.648
04/04/2023,95.47,1367737,94.77,95.59,94.76
04/03/2023,94.90,1933371,94.20,94.94,94.14
03/31/2023,94.73,1456277,94.38,94.80,94.22
03/30/2023,94.46,1647990,94.36,94.535,94.2201
03/29/2023,94.41,1493956,94.14,94.525,94.0335
03/28/2023,94.14,1243961,94.15,94.37,94.06
03/27/2023,94.42,1257509,94.71,94.78,94.42
03/24/2023,95.60,1628658,95.79,95.86,95.225
03/23/2023,95.45,2226865,95.21,95.65,95.12
03/22/2023,95.38,2418693,94.10,95.44,94.02
03/21/2023,94.12,1961616,94.02,94.36,93.975
03/20/2023,94.30,2206919,95.28,95.28,94.245
03/17/2023,95.09,2888985,94.68,95.425,94.655
03/16/2023,94.19,3105077,94.73,95.01,94.09
03/15/2023,94.62,2178549,94.55,95.19,94.21
03/14/2023,93.67,1848992,93.88,94.015,93.454
03/13/2023,94.12,2217958,94.13,94.79,94.0012
03/10/2023,93.21,2463146,93.41,93.7374,93.11
03/09/2023,92.46,2776810,92.33,92.705,92.06
03/08/2023,92.05,1480346,92.31,92.47,91.89
03/07/2023,92.07,2493260,92.54,92.54,91.97
03/06/2023,92.30,9702833,92.77,92.78,92.2549
03/03/2023,92.49,1771057,92.21,92.49,91.93
03/02/2023,91.70,2891401,91.60,91.75,91.52
03/01/2023,92.07,1771063,92.39,92.52,92.0328
02/28/2023,93.01,1823743,92.82,93.08,92.64
02/27/2023,93.05,2395183,93.18,93.22,92.90
02/24/2023,92.81,1632634,92.80,92.85,92.59
02/23/2023,93.38,1910873,93.19,93.445,93.10
02/22/2023,93.12,1574109,93.09,93.39,93.07
02/21/2023,92.79,2109926,93.10,93.1798,92.705
02/17/2023,93.85,1922566,93.46,93.875,93.3732
02/16/2023,93.69,2055911,93.75,93.96,93.53
02/15/2023,94.02,1634490,93.90,94.06,93.82
02/14/2023,94.04,2938124,94.53,94.6506,93.99
02/13/2023,94.57,1429168,94.32,94.65,94.27
02/10/2023,94.25,1516693,94.70,94.708,94.22
02/09/2023,94.67,2178993,95.26,95.305,94.53
02/08/2023,95.02,1105651,94.93,95.055,94.762
02/07/2023,94.76,1343384,94.73,95.205,94.66
02/06/2023,94.84,2374650,94.80,95.01,94.77
02/03/2023,95.67,3672276,95.77,95.92,95.4845
02/02/2023,96.43,2037234,96.67,96.7812,96.38
02/01/2023,96.45,1879264,95.83,96.51,95.5109
01/31/2023,95.88,1931771,95.87,95.88,95.575
01/30/2023,95.56,2055134,95.67,95.845,95.54
01/27/2023,95.97,1438619,95.77,96.025,95.7266
01/26/2023,95.94,1986393,96.24,96.31,95.93
01/25/2023,96.27,2967611,95.98,96.295,95.825
01/24/2023,95.98,1784447,95.64,96.0306,95.42
01/23/2023,95.50,1851063,95.36,95.818,95.36
01/20/2023,95.82,3032001,95.86,95.94,95.52
01/19/2023,96.12,4738783,96.12,96.32,95.92
01/18/2023,96.39,13765270,96.52,96.575,96.07
01/17/2023,95.39,2588092,95.30,95.6388,95.29
01/13/2023,95.61,2043348,95.69,95.9264,95.57
01/12/2023,96.05,6284390,95.95,96.12,95.50
01/11/2023,95.38,8155921,95.19,95.39,95.00
01/10/2023,94.72,1756216,94.84,94.985,94.5032
01/09/2023,95.11,2277125,94.95,95.36,94.86
01/06/2023,94.83,1420098,93.90,94.89,93.79
01/05/2023,93.62,1285325,93.40,93.72,93.255
01/04/2023,93.81,1694359,93.88,94.00,93.605
01/03/2023,93.19,2060840,93.56,93.7034,93.11
12/30/2022,92.75,1634180,92.99,93.14,92.7099
12/29/2022,93.40,1418315,93.08,93.41,92.93
12/28/2022,92.81,1447095,93.15,93.23,92.79
12/27/2022,93.07,1489337,93.14,93.34,92.92
12/23/2022,93.70,1480920,93.74,93.75,93.50
12/22/2022,93.90,1390307,94.04,94.12,93.88
12/21/2022,94.04,1636120,94.28,94.28,93.97
12/20/2022,93.80,2632623,93.85,94.075,93.74
12/19/2022,94.53,2213874,94.60,94.68,94.345
12/16/2022,95.06,1299306,94.72,95.22,94.65
12/15/2022,95.31,2796118,95.28,95.485,94.92
12/14/2022,95.44,1790604,95.08,95.5163,94.85
12/13/2022,95.13,1845818,95.84,95.88,94.99
12/12/2022,94.17,1815407,94.35,94.46,93.9101
12/09/2022,94.15,1896680,94.44,94.51,94.15
12/08/2022,94.68,1654341,94.69,94.92,94.53
12/07/2022,95.05,1376086,94.55,95.08,94.46
12/06/2022,94.06,2184227,93.88,94.13,93.8039
12/05/2022,93.80,2500766,94.33,94.39,93.7521
12/02/2022,94.78,2733716,93.93,94.80,93.685
12/01/2022,94.37,1440644,93.82,94.40,93.742
11/30/2022,93.99,1152007,93.22,93.99,92.79
11/29/2022,92.96,1190751,93.15,93.44,92.96
11/28/2022,93.56,1604759,93.77,93.955,93.4945
11/25/2022,93.70,604668,93.42,93.725,93.42
11/23/2022,93.70,1739396,93.30,93.89,93.30
11/22/2022,93.16,2788797,93.02,93.2599,92.931
11/21/2022,92.75,2176586,93.05,93.11,92.62
11/18/2022,92.75,2838539,92.85,92.97,92.565
11/17/2022,92.82,3375796,92.64,92.82,92.39
11/16/2022,93.17,3165124,93.01,93.295,92.82
11/15/2022,92.64,2733869,92.66,92.85,92.325
11/14/2022,92.07,2153317,92.04,92.20,91.935
11/11/2022,92.33,1248298,92.09,92.4067,92.02
11/10/2022,92.42,2726574,91.77,92.56,91.64
11/09/2022,90.15,1390172,90.00,90.30,89.915
11/08/2022,90.05,3688649,89.83,90.26,89.81
11/07/2022,89.60,1759010,90.13,90.15,89.60
11/04/2022,90.05,1651331,89.96,90.19,89.74
11/03/2022,89.80,2101282,89.36,90.03,89.35
11/02/2022,90.23,2047125,90.49,91.22,90.16
11/01/2022,90.35,1597539,90.82,90.84,90.08
10/31/2022,90.34,1573887,90.58,90.615,90.081
10/28/2022,90.96,1712004,90.62,91.10,90.61
10/27/2022,90.95,2467765,90.69,91.35,90.52
10/26/2022,90.45,2349652,90.07,90.675,90.01
10/25/2022,89.75,3237223,89.32,89.90,89.30
10/24/2022,88.67,3269556,89.00,89.13,88.60
10/21/2022,88.86,12117770,88.15,88.92,88.00
10/20/2022,88.68,25665000,89.32,89.41,88.59
10/19/2022,89.41,1362580,89.32,89.58,89.23
10/18/2022,90.17,1275657,90.35,90.50,89.82
10/17/2022,90.02,1822643,90.58,90.63,90.00
10/14/2022,89.88,1892116,91.03,91.06,89.7535
10/13/2022,90.36,1959947,89.46,90.705,89.46
10/12/2022,90.88,1439152,90.84,91.155,90.635
10/11/2022,90.96,7402518,91.04,91.3451,90.91
10/10/2022,90.88,1141152,91.41,91.41,90.63
10/07/2022,91.28,1758994,91.12,91.365,90.97
10/06/2022,91.55,1702986,92.00,92.14,91.5138
10/05/2022,91.73,1705126,92.02,92.15,91.5961
10/04/2022,92.66,1418149,92.59,93.02,92.49
10/03/2022,92.22,2229782,92.17,92.88,92.12
09/30/2022,91.58,4205048,92.35,92.52,91.505
09/29/2022,92.08,1918219,92.19,92.50,92.04
09/28/2022,92.73,1668430,92.38,92.86,92.03
09/27/2022,91.03,2949770,90.66,91.24,90.265
09/26/2022,90.51,2443166,91.80,91.89,90.50
09/23/2022,92.36,2547016,92.84,92.84,91.92
09/22/2022,92.73,1858588,93.49,93.50,92.68
09/21/2022,94.00,1636082,93.79,94.08,93.17
09/20/2022,93.80,2664694,93.59,93.905,93.51
09/19/2022,94.02,2081024,93.97,94.30,93.943
09/16/2022,94.43,1423984,94.30,94.565,94.20
09/15/2022,94.44,1273296,94.67,94.775,94.405
09/14/2022,94.82,2435534,94.67,94.98,94.62
09/13/2022,94.60,2468934,94.60,94.7334,94.521
09/12/2022,95.36,948912,95.68,95.84,95.275
09/09/2022,95.46,1526705,95.93,95.94,95.41
09/08/2022,95.61,838577,95.94,96.00,95.61
09/07/2022,95.99,1241805,95.84,96.07,95.76
09/06/2022,95.42,2178106,96.02,96.02,95.42
09/02/2022,96.39,2833495,96.36,96.6401,96.22
09/01/2022,96.04,2959922,96.08,96.22,95.71
08/31/2022,96.69,1986844,97.09,97.195,96.635
08/30/2022,97.08,952064,97.16,97.32,96.81
08/29/2022,97.01,1160033,97.01,97.11,96.9116
08/26/2022,97.52,905517,97.63,97.86,97.44
08/25/2022,97.76,787213,97.22,97.785,97.125
08/24/2022,97.17,1131603,97.28,97.36,97.10
08/23/2022,97.57,1334594,97.55,98.1028,97.51
08/22/2022,97.60,804366,97.92,97.93,97.55
08/19/2022,98.23,1070112,98.21,98.31,97.94
08/18/2022,98.94,865031,99.11,99.165,98.84
08/17/2022,98.63,952936,98.74,98.94,98.52
08/16/2022,99.20,849876,99.50,99.50,99.1175
08/15/2022,99.51,887115,99.43,99.535,99.26
08/12/2022,99.14,1431651,99.09,99.18,98.86
08/11/2022,98.80,1325211,99.66,99.675,98.80
08/10/2022,99.18,1374567,99.67,99.69,99.15
08/09/2022,98.89,1201307,98.79,98.97,98.73
08/08/2022,99.10,2377059,99.12,99.19,98.95
08/05/2022,98.57,2515373,98.53,98.78,98.38
08/04/2022,99.71,3662991,99.92,100.025,99.6501
08/03/2022,99.61,1690156,99.18,99.63,98.80
08/02/2022,99.21,2315758,100.46,100.59,99.18
08/01/2022,100.53,3246566,100.34,100.59,100.25
07/29/2022,100.42,3212848,100.20,100.61,100.08
07/28/2022,100.28,1308390,100.04,100.30,100.00
07/27/2022,99.30,931570,99.08,99.59,99.065
07/26/2022,98.87,1314132,99.47,99.47,98.82
07/25/2022,98.90,1102415,98.81,98.99,98.77
07/22/2022,99.02,1934320,98.95,99.23,98.77
07/21/2022,98.29,1960108,97.84,98.29,97.69
07/20/2022,97.55,1425314,97.98,98.09,97.53
07/19/2022,97.80,906834,97.91,97.98,97.72
07/18/2022,97.88,1247635,97.77,97.94,97.62
07/15/2022,98.03,1347103,97.65,98.06,97.62
07/14/2022,97.57,889705,97.24,97.71,97.11
07/13/2022,97.87,2075797,96.90,97.93,96.90
07/12/2022,97.57,2962915,97.61,97.8565,97.525
07/11/2022,97.47,862325,97.35,97.65,97.35
07/08/2022,97.02,996334,97.14,97.26,96.90
07/07/2022,97.41,1534892,97.59,97.64,97.26
07/06/2022,97.48,2572092,98.55,98.58,97.46
07/05/2022,98.30,1409869,98.24,98.46,98.075
07/01/2022,98.01,1463434,97.99,98.60,97.81
06/30/2022,97.49,2760954,97.33,97.73,97.32
06/29/2022,96.93,3186874,96.35,97.00,96.35
06/28/2022,96.03,2593032,96.13,96.32,96.03
06/27/2022,96.21,3308431,96.16,96.44,96.12
06/24/2022,96.44,2488348,96.53,96.81,96.36
06/23/2022,96.52,2176213,96.65,97.20,96.52
06/22/2022,96.22,2523188,96.20,96.39,96.13
06/21/2022,95.41,3258300,95.33,95.60,95.26
06/17/2022,95.55,2526719,95.77,95.77,95.19
06/16/2022,95.56,3392575,94.56,95.68,94.56
06/15/2022,95.35,2258357,95.23,95.44,94.48
06/14/2022,94.40,3035076,95.47,95.51,94.32
06/13/2022,94.74,4573091,96.06,96.15,94.74
06/10/2022,97.03,6745625,97.42,97.455,96.85
06/09/2022,98.01,6216596,97.65,98.06,97.65
06/08/2022,97.75,1172667,98.02,98.13,97.75
06/07/2022,98.21,1422300,97.98,98.31,97.93
06/06/2022,97.81,2897187,98.50,98.50,97.805
06/03/2022,98.49,1159336,98.52,98.73,98.46
06/02/2022,98.83,1313168,98.70,98.83,98.475
06/01/2022,98.42,1995938,98.97,98.98,98.36
05/31/2022,99.17,1513198,99.03,99.17,98.9121
05/27/2022,99.70,935393,99.60,99.74,99.535
05/26/2022,99.51,1103169,99.67,99.70,99.29
05/25/2022,99.54,2217834,99.42,99.54,99.22
05/24/2022,99.30,1871545,98.80,99.37,98.80
05/23/2022,98.52,1324690,98.65,98.92,98.50
05/20/2022,98.85,1515912,98.65,98.88,98.65
05/19/2022,98.62,2142722,98.76,98.84,98.5416
05/18/2022,98.29,1467299,97.89,98.44,97.87
05/17/2022,98.04,1955992,98.19,98.32,97.97
05/16/2022,98.64,1429884,98.59,98.7575,98.485
05/13/2022,98.28,1635544,98.28,98.3984,98.09
05/12/2022,98.54,2717011,98.39,98.70,98.33
05/11/2022,98.18,4348666,97.64,98.29,97.62
05/10/2022,97.85,3682108,98.17,98.32,97.83
05/09/2022,97.54,2577677,97.12,97.6277,97.10
05/06/2022,97.03,1890355,97.39,97.39,96.93
05/05/2022,97.20,2003713,97.86,97.92,96.9842
05/04/2022,98.26,2790794,97.37,98.26,97.205
05/03/2022,97.52,1982527,97.75,97.845,97.48
05/02/2022,97.44,3637725,97.54,97.54,97.24
04/29/2022,98.10,2602269,98.09,98.40,97.99
04/28/2022,98.59,2059612,98.60,98.74,98.31
04/27/2022,98.69,1932471,98.76,98.91,98.60
04/26/2022,98.84,1835348,98.88,99.00,98.655
04/25/2022,98.24,3097862,98.20,98.745,98.20
04/22/2022,97.70,1975086,97.50,97.82,97.44
04/21/2022,97.86,2119518,98.28,98.405,97.565
04/20/2022,98.50,2016196,98.31,98.50,98.23
04/19/2022,97.97,2732725,98.20,98.49,97.88
04/18/2022,98.68,1709503,98.96,98.995,98.6739
04/14/2022,98.96,2291958,99.55,99.56,98.8713
04/13/2022,99.70,1934938,99.84,100.09,99.61
